X1,id,species,date,total_mgdmper_ind_per_species_per_date,prey_taxon,X,loc,sample,method,length_mm,total,notes,number,prey_mg_dm,mg_diet_dm,mgdm01,date2,prey_mg_inverse
736,1041,spotfin,2017-06-28,2.82,unidentified_unknown,41,below,lavage,lavage,61,14,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
737,1041,spotfin,2017-06-28,2.82,sciaridae_unknown,41,below,lavage,lavage,61,14,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
738,1041,spotfin,2017-06-28,2.82,fish_yoy,41,below,lavage,lavage,61,14,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
739,1042,bluegill,2017-06-13,0.01,copepod_unknown,42,below,whole_gut,dissection,64,1,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
740,1042,bluegill,2017-06-13,0.01,chiro_a,42,below,whole_gut,dissection,64,1,NA,0,0.99,0,0.01,2017-06-13,1.0101010101010102
741,1042,bluegill,2017-06-13,0.01,coleo_l,42,below,whole_gut,dissection,64,1,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
742,1042,bluegill,2017-06-13,0.01,zooplankton_unknown,42,below,whole_gut,dissection,64,1,NA,0,0.001,0,0.01,2017-06-13,1000
743,1042,bluegill,2017-06-13,0.01,coleo_a,42,below,whole_gut,dissection,64,1,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
744,1042,bluegill,2017-06-13,0.01,ostracod_unknown,42,below,whole_gut,dissection,64,1,NA,0,0.355,0,0.01,2017-06-13,2.8169014084507045
745,1042,bluegill,2017-06-13,0.01,chiro_p,42,below,whole_gut,dissection,64,1,NA,0,0.85,0,0.01,2017-06-13,1.1764705882352942
746,1042,bluegill,2017-06-13,0.01,unidentified_unknown,42,below,whole_gut,dissection,64,1,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
747,1042,bluegill,2017-06-13,0.01,seed_unknown,42,below,whole_gut,dissection,64,1,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
748,1042,bluegill,2017-06-13,0.01,ephemeroptera_unknown,42,below,whole_gut,dissection,64,1,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
749,1042,bluegill,2017-06-13,0.01,collembola_unknown,42,below,whole_gut,dissection,64,1,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
750,1042,bluegill,2017-06-13,0.01,hemiptera_unknown,42,below,whole_gut,dissection,64,1,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
751,1042,bluegill,2017-06-13,0.01,corixidae_unknown,42,below,whole_gut,dissection,64,1,NA,1,0.01,0.01,0.02,2017-06-13,100
752,1042,bluegill,2017-06-13,0.01,hymenoptera_unknown,42,below,whole_gut,dissection,64,1,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
753,1042,bluegill,2017-06-13,0.01,spider_unknown,42,below,whole_gut,dissection,64,1,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
754,1042,bluegill,2017-06-13,0.01,sciaridae_unknown,42,below,whole_gut,dissection,64,1,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
755,1042,bluegill,2017-06-13,0.01,chiro_l,42,below,whole_gut,dissection,64,1,NA,0,1.04,0,0.01,2017-06-13,0.9615384615384615
756,1042,bluegill,2017-06-13,0.01,fish_yoy,42,below,whole_gut,dissection,64,1,NA,0,900,0,0.01,2017-06-13,0.0011111111111111111
757,1043,bluegill,2017-06-13,62.29,seed_unknown,43,above,foregut,dissection,69,128,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
758,1043,bluegill,2017-06-13,62.29,hemiptera_unknown,43,above,foregut,dissection,69,128,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
759,1043,bluegill,2017-06-13,62.29,ostracod_unknown,43,above,foregut,dissection,69,128,NA,0,0.355,0,0.01,2017-06-13,2.8169014084507045
760,1043,bluegill,2017-06-13,62.29,chiro_l,43,above,foregut,dissection,69,128,NA,59,1.04,61.36,61.37,2017-06-13,0.9615384615384615
761,1043,bluegill,2017-06-13,62.29,coleo_a,43,above,foregut,dissection,69,128,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
762,1043,bluegill,2017-06-13,62.29,chiro_p,43,above,foregut,dissection,69,128,NA,1,0.85,0.85,0.86,2017-06-13,1.1764705882352942
763,1043,bluegill,2017-06-13,62.29,copepod_unknown,43,above,foregut,dissection,69,128,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
764,1043,bluegill,2017-06-13,62.29,coleo_l,43,above,foregut,dissection,69,128,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
765,1043,bluegill,2017-06-13,62.29,chiro_a,43,above,foregut,dissection,69,128,NA,0,0.99,0,0.01,2017-06-13,1.0101010101010102
766,1043,bluegill,2017-06-13,62.29,zooplankton_unknown,43,above,foregut,dissection,69,128,NA,0,0.001,0,0.01,2017-06-13,1000
767,1043,bluegill,2017-06-13,62.29,unidentified_unknown,43,above,foregut,dissection,69,128,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
768,1043,bluegill,2017-06-13,62.29,fish_yoy,43,above,foregut,dissection,69,128,NA,0,900,0,0.01,2017-06-13,0.0011111111111111111
769,1043,bluegill,2017-06-13,62.29,corixidae_unknown,43,above,foregut,dissection,69,128,NA,8,0.01,0.08,0.09,2017-06-13,100
770,1043,bluegill,2017-06-13,62.29,spider_unknown,43,above,foregut,dissection,69,128,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
771,1043,bluegill,2017-06-13,62.29,hymenoptera_unknown,43,above,foregut,dissection,69,128,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
772,1043,bluegill,2017-06-13,62.29,ephemeroptera_unknown,43,above,foregut,dissection,69,128,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
773,1043,bluegill,2017-06-13,62.29,sciaridae_unknown,43,above,foregut,dissection,69,128,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
774,1043,bluegill,2017-06-13,62.29,collembola_unknown,43,above,foregut,dissection,69,128,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
775,1044,spotfin,2017-06-13,0.15,chiro_p,44,above,foregut,dissection,47,15,NA,0,0.85,0,0.01,2017-06-13,1.1764705882352942
776,1044,spotfin,2017-06-13,0.15,coleo_a,44,above,foregut,dissection,47,15,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
777,1044,spotfin,2017-06-13,0.15,sciaridae_unknown,44,above,foregut,dissection,47,15,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
778,1044,spotfin,2017-06-13,0.15,fish_yoy,44,above,foregut,dissection,47,15,NA,0,900,0,0.01,2017-06-13,0.0011111111111111111
779,1044,spotfin,2017-06-13,0.15,coleo_l,44,above,foregut,dissection,47,15,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
780,1044,spotfin,2017-06-13,0.15,chiro_a,44,above,foregut,dissection,47,15,NA,0,0.99,0,0.01,2017-06-13,1.0101010101010102
781,1044,spotfin,2017-06-13,0.15,hemiptera_unknown,44,above,foregut,dissection,47,15,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
782,1044,spotfin,2017-06-13,0.15,copepod_unknown,44,above,foregut,dissection,47,15,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
783,1044,spotfin,2017-06-13,0.15,corixidae_unknown,44,above,foregut,dissection,47,15,NA,15,0.01,0.15,0.16,2017-06-13,100
784,1044,spotfin,2017-06-13,0.15,spider_unknown,44,above,foregut,dissection,47,15,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
785,1044,spotfin,2017-06-13,0.15,seed_unknown,44,above,foregut,dissection,47,15,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
786,1044,spotfin,2017-06-13,0.15,ephemeroptera_unknown,44,above,foregut,dissection,47,15,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
787,1044,spotfin,2017-06-13,0.15,hymenoptera_unknown,44,above,foregut,dissection,47,15,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
788,1044,spotfin,2017-06-13,0.15,unidentified_unknown,44,above,foregut,dissection,47,15,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
789,1044,spotfin,2017-06-13,0.15,zooplankton_unknown,44,above,foregut,dissection,47,15,NA,0,0.001,0,0.01,2017-06-13,1000
790,1044,spotfin,2017-06-13,0.15,ostracod_unknown,44,above,foregut,dissection,47,15,NA,0,0.355,0,0.01,2017-06-13,2.8169014084507045
791,1044,spotfin,2017-06-13,0.15,chiro_l,44,above,foregut,dissection,47,15,NA,0,1.04,0,0.01,2017-06-13,0.9615384615384615
792,1044,spotfin,2017-06-13,0.15,collembola_unknown,44,above,foregut,dissection,47,15,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
793,1045,bluegill,2017-06-13,55.23,hymenoptera_unknown,45,above,foregut,dissection,63,117,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
794,1045,bluegill,2017-06-13,55.23,sciaridae_unknown,45,above,foregut,dissection,63,117,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
795,1045,bluegill,2017-06-13,55.23,chiro_p,45,above,foregut,dissection,63,117,NA,0,0.85,0,0.01,2017-06-13,1.1764705882352942
796,1045,bluegill,2017-06-13,55.23,fish_yoy,45,above,foregut,dissection,63,117,NA,0,900,0,0.01,2017-06-13,0.0011111111111111111
797,1045,bluegill,2017-06-13,55.23,corixidae_unknown,45,above,foregut,dissection,63,117,NA,11,0.01,0.11,0.12,2017-06-13,100
798,1045,bluegill,2017-06-13,55.23,zooplankton_unknown,45,above,foregut,dissection,63,117,NA,0,0.001,0,0.01,2017-06-13,1000
799,1045,bluegill,2017-06-13,55.23,chiro_a,45,above,foregut,dissection,63,117,NA,0,0.99,0,0.01,2017-06-13,1.0101010101010102
800,1045,bluegill,2017-06-13,55.23,seed_unknown,45,above,foregut,dissection,63,117,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
801,1045,bluegill,2017-06-13,55.23,coleo_a,45,above,foregut,dissection,63,117,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
802,1045,bluegill,2017-06-13,55.23,chiro_l,45,above,foregut,dissection,63,117,NA,53,1.04,55.12,55.129999999999995,2017-06-13,0.9615384615384615
803,1045,bluegill,2017-06-13,55.23,coleo_l,45,above,foregut,dissection,63,117,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
804,1045,bluegill,2017-06-13,55.23,ostracod_unknown,45,above,foregut,dissection,63,117,NA,0,0.355,0,0.01,2017-06-13,2.8169014084507045
805,1045,bluegill,2017-06-13,55.23,spider_unknown,45,above,foregut,dissection,63,117,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
806,1045,bluegill,2017-06-13,55.23,ephemeroptera_unknown,45,above,foregut,dissection,63,117,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
807,1045,bluegill,2017-06-13,55.23,collembola_unknown,45,above,foregut,dissection,63,117,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
808,1045,bluegill,2017-06-13,55.23,copepod_unknown,45,above,foregut,dissection,63,117,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
809,1045,bluegill,2017-06-13,55.23,unidentified_unknown,45,above,foregut,dissection,63,117,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
810,1045,bluegill,2017-06-13,55.23,hemiptera_unknown,45,above,foregut,dissection,63,117,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
811,1046,spotfin,2017-06-13,29.44,corixidae_unknown,46,above,foregut,dissection,61,42,NA,0,0.01,0,0.01,2017-06-13,100
812,1046,spotfin,2017-06-13,29.44,unidentified_unknown,46,above,foregut,dissection,61,42,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
813,1046,spotfin,2017-06-13,29.44,hymenoptera_unknown,46,above,foregut,dissection,61,42,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
814,1046,spotfin,2017-06-13,29.44,chiro_p,46,above,foregut,dissection,61,42,NA,0,0.85,0,0.01,2017-06-13,1.1764705882352942
815,1046,spotfin,2017-06-13,29.44,fish_yoy,46,above,foregut,dissection,61,42,NA,0,900,0,0.01,2017-06-13,0.0011111111111111111
816,1046,spotfin,2017-06-13,29.44,sciaridae_unknown,46,above,foregut,dissection,61,42,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
817,1046,spotfin,2017-06-13,29.44,coleo_a,46,above,foregut,dissection,61,42,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
818,1046,spotfin,2017-06-13,29.44,chiro_a,46,above,foregut,dissection,61,42,NA,0,0.99,0,0.01,2017-06-13,1.0101010101010102
819,1046,spotfin,2017-06-13,29.44,seed_unknown,46,above,foregut,dissection,61,42,NA,40,0.71,28.4,28.41,2017-06-13,1.4084507042253522
820,1046,spotfin,2017-06-13,29.44,spider_unknown,46,above,foregut,dissection,61,42,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
821,1046,spotfin,2017-06-13,29.44,copepod_unknown,46,above,foregut,dissection,61,42,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
822,1046,spotfin,2017-06-13,29.44,zooplankton_unknown,46,above,foregut,dissection,61,42,NA,0,0.001,0,0.01,2017-06-13,1000
823,1046,spotfin,2017-06-13,29.44,hemiptera_unknown,46,above,foregut,dissection,61,42,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
824,1046,spotfin,2017-06-13,29.44,coleo_l,46,above,foregut,dissection,61,42,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
825,1046,spotfin,2017-06-13,29.44,ephemeroptera_unknown,46,above,foregut,dissection,61,42,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
826,1046,spotfin,2017-06-13,29.44,collembola_unknown,46,above,foregut,dissection,61,42,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
827,1046,spotfin,2017-06-13,29.44,ostracod_unknown,46,above,foregut,dissection,61,42,NA,0,0.355,0,0.01,2017-06-13,2.8169014084507045
828,1046,spotfin,2017-06-13,29.44,chiro_l,46,above,foregut,dissection,61,42,NA,1,1.04,1.04,1.05,2017-06-13,0.9615384615384615
847,1048,spotfin,2017-06-13,0,fish_yoy,48,above,foregut,dissection,54,0,NA,0,900,0,0.01,2017-06-13,0.0011111111111111111
848,1048,spotfin,2017-06-13,0,corixidae_unknown,48,above,foregut,dissection,54,0,NA,0,0.01,0,0.01,2017-06-13,100
849,1048,spotfin,2017-06-13,0,unidentified_unknown,48,above,foregut,dissection,54,0,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
850,1048,spotfin,2017-06-13,0,spider_unknown,48,above,foregut,dissection,54,0,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
851,1048,spotfin,2017-06-13,0,collembola_unknown,48,above,foregut,dissection,54,0,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
852,1048,spotfin,2017-06-13,0,coleo_a,48,above,foregut,dissection,54,0,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
853,1048,spotfin,2017-06-13,0,chiro_p,48,above,foregut,dissection,54,0,NA,0,0.85,0,0.01,2017-06-13,1.1764705882352942
854,1048,spotfin,2017-06-13,0,hymenoptera_unknown,48,above,foregut,dissection,54,0,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
855,1048,spotfin,2017-06-13,0,seed_unknown,48,above,foregut,dissection,54,0,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
856,1048,spotfin,2017-06-13,0,chiro_l,48,above,foregut,dissection,54,0,NA,0,1.04,0,0.01,2017-06-13,0.9615384615384615
857,1048,spotfin,2017-06-13,0,ephemeroptera_unknown,48,above,foregut,dissection,54,0,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
858,1048,spotfin,2017-06-13,0,chiro_a,48,above,foregut,dissection,54,0,NA,0,0.99,0,0.01,2017-06-13,1.0101010101010102
859,1048,spotfin,2017-06-13,0,sciaridae_unknown,48,above,foregut,dissection,54,0,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
860,1048,spotfin,2017-06-13,0,coleo_l,48,above,foregut,dissection,54,0,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
861,1048,spotfin,2017-06-13,0,copepod_unknown,48,above,foregut,dissection,54,0,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
862,1048,spotfin,2017-06-13,0,ostracod_unknown,48,above,foregut,dissection,54,0,NA,0,0.355,0,0.01,2017-06-13,2.8169014084507045
863,1048,spotfin,2017-06-13,0,zooplankton_unknown,48,above,foregut,dissection,54,0,NA,0,0.001,0,0.01,2017-06-13,1000
864,1048,spotfin,2017-06-13,0,hemiptera_unknown,48,above,foregut,dissection,54,0,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
865,1049,bluegill,2017-06-13,21.36,chiro_l,49,above,foregut,dissection,68,70,NA,17,1.04,17.68,17.69,2017-06-13,0.9615384615384615
866,1049,bluegill,2017-06-13,21.36,corixidae_unknown,49,above,foregut,dissection,68,70,NA,28,0.01,0.28,0.29000000000000004,2017-06-13,100
867,1049,bluegill,2017-06-13,21.36,chiro_p,49,above,foregut,dissection,68,70,NA,4,0.85,3.4,3.4099999999999997,2017-06-13,1.1764705882352942
868,1049,bluegill,2017-06-13,21.36,seed_unknown,49,above,foregut,dissection,68,70,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
869,1049,bluegill,2017-06-13,21.36,collembola_unknown,49,above,foregut,dissection,68,70,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
870,1049,bluegill,2017-06-13,21.36,coleo_a,49,above,foregut,dissection,68,70,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
871,1049,bluegill,2017-06-13,21.36,fish_yoy,49,above,foregut,dissection,68,70,NA,0,900,0,0.01,2017-06-13,0.0011111111111111111
872,1049,bluegill,2017-06-13,21.36,ephemeroptera_unknown,49,above,foregut,dissection,68,70,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
873,1049,bluegill,2017-06-13,21.36,coleo_l,49,above,foregut,dissection,68,70,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
874,1049,bluegill,2017-06-13,21.36,spider_unknown,49,above,foregut,dissection,68,70,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
875,1049,bluegill,2017-06-13,21.36,unidentified_unknown,49,above,foregut,dissection,68,70,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
876,1049,bluegill,2017-06-13,21.36,ostracod_unknown,49,above,foregut,dissection,68,70,NA,0,0.355,0,0.01,2017-06-13,2.8169014084507045
877,1049,bluegill,2017-06-13,21.36,hemiptera_unknown,49,above,foregut,dissection,68,70,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
878,1049,bluegill,2017-06-13,21.36,hymenoptera_unknown,49,above,foregut,dissection,68,70,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
879,1049,bluegill,2017-06-13,21.36,chiro_a,49,above,foregut,dissection,68,70,NA,0,0.99,0,0.01,2017-06-13,1.0101010101010102
880,1049,bluegill,2017-06-13,21.36,sciaridae_unknown,49,above,foregut,dissection,68,70,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
881,1049,bluegill,2017-06-13,21.36,zooplankton_unknown,49,above,foregut,dissection,68,70,NA,0,0.001,0,0.01,2017-06-13,1000
882,1049,bluegill,2017-06-13,21.36,copepod_unknown,49,above,foregut,dissection,68,70,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
883,1050,bluegill,2017-06-13,15.5,chiro_a,50,above,foregut,dissection,59,77,NA,0,0.99,0,0.01,2017-06-13,1.0101010101010102
884,1050,bluegill,2017-06-13,15.5,chiro_p,50,above,foregut,dissection,59,77,NA,3,0.85,2.55,2.5599999999999996,2017-06-13,1.1764705882352942
885,1050,bluegill,2017-06-13,15.5,fish_yoy,50,above,foregut,dissection,59,77,NA,0,900,0,0.01,2017-06-13,0.0011111111111111111
886,1050,bluegill,2017-06-13,15.5,collembola_unknown,50,above,foregut,dissection,59,77,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
887,1050,bluegill,2017-06-13,15.5,zooplankton_unknown,50,above,foregut,dissection,59,77,NA,0,0.001,0,0.01,2017-06-13,1000
888,1050,bluegill,2017-06-13,15.5,chiro_l,50,above,foregut,dissection,59,77,NA,12,1.04,12.48,12.49,2017-06-13,0.9615384615384615
889,1050,bluegill,2017-06-13,15.5,coleo_a,50,above,foregut,dissection,59,77,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
890,1050,bluegill,2017-06-13,15.5,spider_unknown,50,above,foregut,dissection,59,77,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
891,1050,bluegill,2017-06-13,15.5,ephemeroptera_unknown,50,above,foregut,dissection,59,77,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
892,1050,bluegill,2017-06-13,15.5,corixidae_unknown,50,above,foregut,dissection,59,77,NA,47,0.01,0.47,0.48,2017-06-13,100
893,1050,bluegill,2017-06-13,15.5,unidentified_unknown,50,above,foregut,dissection,59,77,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
894,1050,bluegill,2017-06-13,15.5,sciaridae_unknown,50,above,foregut,dissection,59,77,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
895,1050,bluegill,2017-06-13,15.5,ostracod_unknown,50,above,foregut,dissection,59,77,NA,0,0.355,0,0.01,2017-06-13,2.8169014084507045
896,1050,bluegill,2017-06-13,15.5,coleo_l,50,above,foregut,dissection,59,77,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
897,1050,bluegill,2017-06-13,15.5,seed_unknown,50,above,foregut,dissection,59,77,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
898,1050,bluegill,2017-06-13,15.5,copepod_unknown,50,above,foregut,dissection,59,77,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
899,1050,bluegill,2017-06-13,15.5,hymenoptera_unknown,50,above,foregut,dissection,59,77,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
900,1050,bluegill,2017-06-13,15.5,hemiptera_unknown,50,above,foregut,dissection,59,77,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
901,1051,largemouth,2017-06-13,3.03,corixidae_unknown,51,above,foregut,dissection,31,16,NA,10,0.01,0.1,0.11,2017-06-13,100
902,1051,largemouth,2017-06-13,3.03,collembola_unknown,51,above,foregut,dissection,31,16,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
903,1051,largemouth,2017-06-13,3.03,chiro_l,51,above,foregut,dissection,31,16,NA,2,1.04,2.08,2.09,2017-06-13,0.9615384615384615
904,1051,largemouth,2017-06-13,3.03,chiro_p,51,above,foregut,dissection,31,16,NA,1,0.85,0.85,0.86,2017-06-13,1.1764705882352942
905,1051,largemouth,2017-06-13,3.03,hemiptera_unknown,51,above,foregut,dissection,31,16,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
906,1051,largemouth,2017-06-13,3.03,coleo_a,51,above,foregut,dissection,31,16,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
907,1051,largemouth,2017-06-13,3.03,coleo_l,51,above,foregut,dissection,31,16,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
908,1051,largemouth,2017-06-13,3.03,seed_unknown,51,above,foregut,dissection,31,16,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
909,1051,largemouth,2017-06-13,3.03,fish_yoy,51,above,foregut,dissection,31,16,NA,0,900,0,0.01,2017-06-13,0.0011111111111111111
910,1051,largemouth,2017-06-13,3.03,sciaridae_unknown,51,above,foregut,dissection,31,16,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
911,1051,largemouth,2017-06-13,3.03,ephemeroptera_unknown,51,above,foregut,dissection,31,16,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
912,1051,largemouth,2017-06-13,3.03,copepod_unknown,51,above,foregut,dissection,31,16,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
913,1051,largemouth,2017-06-13,3.03,zooplankton_unknown,51,above,foregut,dissection,31,16,NA,0,0.001,0,0.01,2017-06-13,1000
914,1051,largemouth,2017-06-13,3.03,unidentified_unknown,51,above,foregut,dissection,31,16,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
915,1051,largemouth,2017-06-13,3.03,chiro_a,51,above,foregut,dissection,31,16,NA,0,0.99,0,0.01,2017-06-13,1.0101010101010102
916,1051,largemouth,2017-06-13,3.03,spider_unknown,51,above,foregut,dissection,31,16,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
917,1051,largemouth,2017-06-13,3.03,ostracod_unknown,51,above,foregut,dissection,31,16,NA,0,0.355,0,0.01,2017-06-13,2.8169014084507045
918,1051,largemouth,2017-06-13,3.03,hymenoptera_unknown,51,above,foregut,dissection,31,16,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
919,1052,spotfin,2017-06-13,27.485,coleo_l,52,above,foregut,dissection,57,56,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
920,1052,spotfin,2017-06-13,27.485,spider_unknown,52,above,foregut,dissection,57,56,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
921,1052,spotfin,2017-06-13,27.485,chiro_a,52,above,foregut,dissection,57,56,NA,0,0.99,0,0.01,2017-06-13,1.0101010101010102
922,1052,spotfin,2017-06-13,27.485,fish_yoy,52,above,foregut,dissection,57,56,NA,0,900,0,0.01,2017-06-13,0.0011111111111111111
923,1052,spotfin,2017-06-13,27.485,zooplankton_unknown,52,above,foregut,dissection,57,56,NA,0,0.001,0,0.01,2017-06-13,1000
924,1052,spotfin,2017-06-13,27.485,sciaridae_unknown,52,above,foregut,dissection,57,56,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
925,1052,spotfin,2017-06-13,27.485,collembola_unknown,52,above,foregut,dissection,57,56,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
926,1052,spotfin,2017-06-13,27.485,ostracod_unknown,52,above,foregut,dissection,57,56,NA,1,0.355,0.355,0.365,2017-06-13,2.8169014084507045
927,1052,spotfin,2017-06-13,27.485,chiro_l,52,above,foregut,dissection,57,56,NA,22,1.04,22.88,22.89,2017-06-13,0.9615384615384615
928,1052,spotfin,2017-06-13,27.485,unidentified_unknown,52,above,foregut,dissection,57,56,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
929,1052,spotfin,2017-06-13,27.485,hymenoptera_unknown,52,above,foregut,dissection,57,56,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
930,1052,spotfin,2017-06-13,27.485,ephemeroptera_unknown,52,above,foregut,dissection,57,56,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
931,1052,spotfin,2017-06-13,27.485,seed_unknown,52,above,foregut,dissection,57,56,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
932,1052,spotfin,2017-06-13,27.485,copepod_unknown,52,above,foregut,dissection,57,56,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
933,1052,spotfin,2017-06-13,27.485,hemiptera_unknown,52,above,foregut,dissection,57,56,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
934,1052,spotfin,2017-06-13,27.485,corixidae_unknown,52,above,foregut,dissection,57,56,NA,0,0.01,0,0.01,2017-06-13,100
935,1052,spotfin,2017-06-13,27.485,chiro_p,52,above,foregut,dissection,57,56,NA,5,0.85,4.25,4.26,2017-06-13,1.1764705882352942
936,1052,spotfin,2017-06-13,27.485,coleo_a,52,above,foregut,dissection,57,56,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
